"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tmco3",3.37562829317233e-73,0.292054859372926,0.224,0.039,5.39121594702553e-69,"Goblet","Tmco3"
"Adrbk1",8.2480394244764e-73,0.396417425334816,0.361,0.095,1.31729437648313e-68,"Goblet","Adrbk1"
"Ttr",5.33395699670962e-72,0.506687774511001,0.496,0.167,8.51886271944494e-68,"Goblet","Ttr"
"Samhd1",4.34954153747145e-71,0.436502484284887,0.378,0.105,6.94665278949565e-67,"Goblet","Samhd1"
"Grtp1",6.2655877323123e-71,0.473770486120007,0.612,0.245,1.0006770167276e-66,"Goblet","Grtp1"
"Glul",3.94862310653348e-70,0.403203659858439,0.461,0.146,6.30634596344463e-66,"Goblet","Glul"
"Tpm4",5.58409029948301e-70,0.500046585753315,0.498,0.176,8.91835061730431e-66,"Goblet","Tpm4"
"Slc35a2",1.02789591167269e-69,0.406501826642862,0.384,0.11,1.64165256053246e-65,"Goblet","Slc35a2"
"Guk1",7.20208547436354e-69,0.631385601514732,0.865,0.586,1.1502450711106e-64,"Goblet","Guk1"
"Tfcp2l1",1.49659837648578e-67,0.28574371974649,0.157,0.02,2.39021726708544e-63,"Goblet","Tfcp2l1"
"Hdlbp",2.23159097097214e-67,0.609091662091245,0.722,0.373,3.56407393973961e-63,"Goblet","Hdlbp"
"Mid1ip11",4.39436828226922e-67,0.50550672113156,0.537,0.209,7.01824558361218e-63,"Goblet","Mid1ip1"
"Mia3",4.54837749577246e-67,0.422064649930887,0.378,0.111,7.26421369849819e-63,"Goblet","Mia3"
"Ppapdc1b",1.39684336570972e-66,0.394466717755958,0.335,0.089,2.230898539375e-62,"Goblet","Ppapdc1b"
"Wbp5",1.77869775601067e-66,0.582544736181319,0.873,0.528,2.84075818612463e-62,"Goblet","Wbp5"
"Tram1",1.0949067874487e-65,0.504183782335737,0.616,0.268,1.74867563023432e-61,"Goblet","Tram1"
"Slc39a7",1.82802605654442e-64,0.442967148072006,0.529,0.205,2.91954041490709e-60,"Goblet","Slc39a7"
"Zbp1",4.00330768252124e-64,0.290616458960035,0.188,0.031,6.39368269975468e-60,"Goblet","Zbp1"
"Pllp",4.59767204526296e-64,0.353948822427314,0.373,0.109,7.34294202348947e-60,"Goblet","Pllp"
"Tm9sf3",7.36350846154882e-64,0.552827081768938,0.824,0.508,1.17602593639396e-59,"Goblet","Tm9sf3"
"S100a111",3.55601059033262e-63,0.502279208276188,0.806,0.465,5.67930451382023e-59,"Goblet","S100a11"
"S100a161",5.50800549977612e-63,0.620026056172564,0.622,0.296,8.79683558369244e-59,"Goblet","S100a16"
"Litaf1",6.77864333203353e-63,0.427927589440563,0.531,0.203,1.08261712655908e-58,"Goblet","Litaf"
"Arf4",7.15783639650523e-63,0.594994780244969,0.761,0.438,1.14317805088585e-58,"Goblet","Arf4"
"Capns11",1.32132697060354e-61,0.527138479538567,0.835,0.486,2.11029130475092e-57,"Goblet","Capns1"
"Pdia3",3.08675870564892e-60,0.621661785204239,0.865,0.62,4.92986232879188e-56,"Goblet","Pdia3"
"Msrb11",4.18726499274212e-58,0.541747495104304,0.724,0.373,6.68748091990844e-54,"Goblet","Msrb1"
"Dad1",4.27450697773736e-58,0.428719639944961,0.984,0.91,6.82681509414434e-54,"Goblet","Dad1"
"Ddost",4.86250668527451e-57,0.527111097773361,0.861,0.586,7.76590942705191e-53,"Goblet","Ddost"
"Sec24d",6.93232761139408e-57,0.298752697751092,0.245,0.057,1.10716204281575e-52,"Goblet","Sec24d"
"Dnajc3",1.23944335502276e-56,0.513155554052081,0.61,0.287,1.97951498230685e-52,"Goblet","Dnajc3"
"Tecpr1",1.88579128625242e-56,0.337093798533389,0.278,0.072,3.01179726327375e-52,"Goblet","Tecpr1"
"Pqlc3",4.89853185625001e-55,0.25228736533543,0.159,0.026,7.8234452276169e-51,"Goblet","Pqlc3"
"Mydgf",5.54862468694408e-55,0.521061058795375,0.853,0.575,8.86170848751839e-51,"Goblet","Mydgf"
"Ptov11",7.69170771926975e-55,0.420369910381091,0.68,0.338,1.22844263984457e-50,"Goblet","Ptov1"
"Stx17",8.11846535186897e-55,0.35160352554712,0.282,0.076,1.29660010134699e-50,"Goblet","Stx17"
"Hsd11b2",1.56649768552566e-54,0.383151494118638,0.245,0.059,2.50185345355303e-50,"Goblet","Hsd11b2"
"Golph3l",3.51358038063789e-54,0.322889864789311,0.314,0.09,5.61153922591678e-50,"Goblet","Golph3l"
"Zfp467",7.46223529398414e-54,0.270543513483826,0.222,0.049,1.19179359880221e-49,"Goblet","Zfp467"
"Ift20",1.03655846970292e-53,0.492532751474035,0.843,0.552,1.65548753196254e-49,"Goblet","Ift20"
"Spint2",4.07608851035697e-53,0.349489867457067,0.994,0.984,6.50992095989111e-49,"Goblet","Spint2"
"Golm1",1.42005223337053e-52,0.462798571827222,0.555,0.25,2.26796542191607e-48,"Goblet","Golm1"
"Ang4",2.67021820583253e-52,0.958129181598824,0.335,0.111,4.26460549653513e-48,"Goblet","Ang4"
"Gmds1",3.95480231912682e-52,0.498683372546306,0.906,0.701,6.31621478387744e-48,"Goblet","Gmds"
"Prrc1",6.58274104452393e-52,0.401686562001175,0.371,0.127,1.05132957222092e-47,"Goblet","Prrc1"
"Ppib",6.76892389104714e-52,0.420037954532802,0.967,0.874,1.08106483463914e-47,"Goblet","Ppib"
"Yipf61",2.35172064936315e-51,0.34778312743826,0.365,0.122,3.75593304909788e-47,"Goblet","Yipf6"
"Btg2",3.82749743935045e-51,0.31151104968744,0.378,0.126,6.11289616038661e-47,"Goblet","Btg2"
"Edem1",6.69470260990153e-51,0.381284148665769,0.396,0.139,1.06921095382737e-46,"Goblet","Edem1"
"Cd63",7.28651543902287e-51,0.407531671239901,0.959,0.836,1.16372938076634e-46,"Goblet","Cd63"
"Smco4",2.18253645833377e-50,0.417035674918855,0.631,0.302,3.48572897760486e-46,"Goblet","Smco4"
"Sep15",8.54764801462828e-50,0.476138263089106,0.908,0.709,1.36514486441628e-45,"Goblet","Sep15"
"Sec61a1",9.39225604206815e-50,0.439227048144342,0.729,0.407,1.5000372124787e-45,"Goblet","Sec61a1"
"Golgb1",1.30252321612197e-49,0.501116830319295,0.527,0.236,2.08025982846839e-45,"Goblet","Golgb1"
"Lyz1",1.33825006374207e-49,1.04944477931267,0.676,0.406,2.13731917680245e-45,"Goblet","Lyz1"
"Tsc22d11",2.18863883341942e-49,0.415327991568681,0.663,0.337,3.49547508085415e-45,"Goblet","Tsc22d1"
"St3gal61",2.92069902262248e-49,0.406053801959486,0.414,0.154,4.66464840903036e-45,"Goblet","St3gal6"
"Lman1",3.02198307392451e-49,0.439647189809586,0.576,0.263,4.82640916736484e-45,"Goblet","Lman1"
"Trabd",8.97541251979031e-49,0.427611485939306,0.561,0.26,1.43346313353571e-44,"Goblet","Trabd"
"Gm1123",9.29724863198666e-49,0.64576303451178,0.916,0.737,1.48486357901459e-44,"Goblet","Gm1123"
"Slc35b11",1.34473389942649e-48,0.488156794318127,0.727,0.412,2.14767451077405e-44,"Goblet","Slc35b1"
"Tmed2",1.87367184192741e-48,0.456054215561414,0.871,0.617,2.99244129874227e-44,"Goblet","Tmed2"
"Hspa51",1.91248165426496e-48,0.646167014146147,0.851,0.61,3.05442445002657e-44,"Goblet","Hspa5"
"Spcs2",9.89818050801619e-48,0.468949936081512,0.89,0.698,1.58083840893527e-43,"Goblet","Spcs2"
"Pmm2",2.83300558898238e-47,0.449018001574967,0.596,0.282,4.52459322616376e-43,"Goblet","Pmm2"
"Galk2",3.17991383205009e-47,0.359111532184535,0.443,0.176,5.07864038116719e-43,"Goblet","Galk2"
"Slc35c1",4.016990075144e-47,0.32976965858146,0.39,0.144,6.41553484901249e-43,"Goblet","Slc35c1"
"Cope",9.13834574776824e-47,0.43322712005161,0.935,0.763,1.45948519937607e-42,"Goblet","Cope"
"Impad1",3.7759811617656e-46,0.317609962217578,0.378,0.137,6.03061951345584e-42,"Goblet","Impad1"
"Tulp4",3.78025243516946e-46,0.290336629394823,0.271,0.079,6.03744116420914e-42,"Goblet","Tulp4"
"Tceal8",3.52460797860743e-45,0.328452189443291,0.292,0.091,5.62915140263392e-41,"Goblet","Tceal8"
"Galnt6",1.5629005622088e-44,0.352266836538368,0.461,0.192,2.49610848790367e-40,"Goblet","Galnt6"
"Fhl2",1.568871412904e-44,0.38459322529073,0.5,0.216,2.50564453354899e-40,"Goblet","Fhl2"
"Syngr21",3.59689430758724e-44,0.474626836336827,0.808,0.545,5.74459989864758e-40,"Goblet","Syngr2"
"Ssr3",4.08960613809071e-44,0.399728458292784,0.61,0.312,6.53150996314468e-40,"Goblet","Ssr3"
"Carhsp1",7.32305732426164e-44,0.395596511213758,0.765,0.467,1.16956548525783e-39,"Goblet","Carhsp1"
"Tmem9b",7.57909051292012e-44,0.393547790138764,0.545,0.253,1.21045654581847e-39,"Goblet","Tmem9b"
"P4hb",1.17487178319618e-42,0.339347354371981,0.904,0.653,1.87638772494262e-38,"Goblet","P4hb"
"Mxd4",1.17715913724485e-42,0.319968541448988,0.335,0.118,1.88004085809375e-38,"Goblet","Mxd4"
"Bcat2",1.85200504361035e-42,0.310638146218485,0.331,0.117,2.95783725515009e-38,"Goblet","Bcat2"
"Rpn1",7.1788916734869e-42,0.475193631826772,0.829,0.568,1.14654078917259e-37,"Goblet","Rpn1"
"Dnajb11",8.25567369473261e-42,0.421364229760433,0.665,0.371,1.31851364578574e-37,"Goblet","Dnajb11"
"Kcnk11",1.21822301769639e-41,0.339982201327918,0.602,0.296,1.94562398156291e-37,"Goblet","Kcnk1"
"Tmbim4",1.21843002199098e-41,0.442326002188065,0.72,0.444,1.9459545881218e-37,"Goblet","Tmbim4"
"Gcc2",2.18657848886186e-41,0.33840852112699,0.443,0.188,3.49218450456127e-37,"Goblet","Gcc2"
"Bscl2",2.65799265860693e-41,0.308782060026591,0.441,0.184,4.24508007506113e-37,"Goblet","Bscl2"
"Slc30a7",3.40623377382592e-41,0.302408779791369,0.269,0.084,5.44009596017737e-37,"Goblet","Slc30a7"
"Pvrl11",3.40817485120771e-41,0.254375526638245,0.235,0.067,5.44319605486384e-37,"Goblet","Pvrl1"
"Dfna5",4.17650860759778e-41,0.293435837890417,0.273,0.086,6.67030189719442e-37,"Goblet","Dfna5"
"Fut8",4.43347212689455e-41,0.294850423668158,0.325,0.115,7.08069833386328e-37,"Goblet","Fut8"
"Tmem258",1.5249171444656e-40,0.430619008262389,0.927,0.798,2.435445171426e-36,"Goblet","Tmem258"
"Galnt4",2.38825278628688e-40,0.288399574131461,0.286,0.094,3.81427852497877e-36,"Goblet","Galnt4"
"Phlda11",3.87179278274541e-40,0.368367178880324,0.447,0.185,6.1836402533227e-36,"Goblet","Phlda1"
"Slc35a1",3.99469180107753e-40,0.361721648791526,0.402,0.166,6.37992227550092e-36,"Goblet","Slc35a1"
"Tbrg1",8.6808604668003e-40,0.435571650975596,0.782,0.515,1.38642022515268e-35,"Goblet","Tbrg1"
"Lypd81",1.66064840557917e-39,0.467865571473368,0.994,0.942,2.65222156855049e-35,"Goblet","Lypd8"
"Tvp23b",2.59086041389027e-39,0.376022595928845,0.533,0.266,4.13786316702414e-35,"Goblet","Tvp23b"
"1700066B19Rik",2.69700627355581e-39,0.2820416192815,0.216,0.06,4.30738871949599e-35,"Goblet","1700066B19Rik"
"Mien11",7.93136352125729e-39,0.430197097417367,0.775,0.515,1.26671806798e-34,"Goblet","Mien1"
"Arl1",1.09891615071632e-38,0.344344146414478,0.61,0.326,1.75507898430903e-34,"Goblet","Arl1"
"Ick",1.19046564978373e-38,0.282270859751174,0.312,0.111,1.90129268926959e-34,"Goblet","Ick"
"Copb2",1.64454023996942e-38,0.388482365795766,0.553,0.285,2.62649521725517e-34,"Goblet","Copb2"
"Tmprss2",1.1032351511099e-37,0.378061789706264,0.51,0.245,1.76197685983762e-33,"Goblet","Tmprss2"
"Yipf11",4.9109009094038e-37,0.377980042408071,0.653,0.376,7.8431998424088e-33,"Goblet","Yipf1"
"Pdxdc1",8.98409350331814e-37,0.339903310348568,0.547,0.273,1.43484957341494e-32,"Goblet","Pdxdc1"
"Cpd",1.47274401056404e-36,0.325601668316111,0.265,0.089,2.35211945927183e-32,"Goblet","Cpd"
"Sel1l3",5.72415489316886e-36,0.355045788357359,0.333,0.129,9.14204777987998e-32,"Goblet","Sel1l3"
"Arfip2",8.1574338442716e-36,0.277788744089384,0.41,0.175,1.30282375926862e-31,"Goblet","Arfip2"
"Hpcal1",8.57359931829033e-36,0.294618893112081,0.406,0.17,1.36928954712415e-31,"Goblet","Hpcal1"
"Spcs3",1.92934032931195e-35,0.368755355638545,0.398,0.174,3.08134943994412e-31,"Goblet","Spcs3"
"Tmem1591",6.27536699387086e-35,0.31787444153606,0.337,0.132,1.00223886259112e-30,"Goblet","Tmem159"
"BC030870",8.68650975934706e-35,0.334920677281949,0.375,0.158,1.38732247366532e-30,"Goblet","BC030870"
"Srp9",1.16823446453759e-34,0.361315417643604,0.767,0.507,1.86578726331298e-30,"Goblet","Srp9"
"Fos",1.35721014796943e-34,0.3077140215442,0.194,0.056,2.16760032732198e-30,"Goblet","Fos"
"Ifi27l2b",1.81389148390837e-34,0.671547430343539,0.814,0.624,2.89696608895006e-30,"Goblet","Ifi27l2b"
"Srm",2.86617992040139e-34,0.312242515818276,0.429,0.194,4.57757595087306e-30,"Goblet","Srm"
"Gmppa",3.36012369690165e-34,0.291932724681634,0.416,0.184,5.36645355632163e-30,"Goblet","Gmppa"
"Gabarap1",3.59582599629414e-34,0.379799271710406,0.924,0.803,5.74289369868137e-30,"Goblet","Gabarap"
"Atf4",9.44876120657126e-34,0.325084462605693,0.667,0.385,1.5090616523015e-29,"Goblet","Atf4"
"Slc39a11",9.83091353533672e-34,0.303250938304359,0.359,0.149,1.57009520072863e-29,"Goblet","Slc39a11"
"Hmgcs1",1.17148610198496e-33,0.352263711372481,0.461,0.225,1.87098045348018e-29,"Goblet","Hmgcs1"
"Defa24",3.78040363440351e-33,1.76066487567299,0.959,0.876,6.03768264450584e-29,"Goblet","Defa24"
"Fdps2",8.27423304870828e-33,0.386184469583241,0.606,0.351,1.3214777602092e-28,"Goblet","Fdps"
"Tm9sf2",8.54571640412624e-33,0.35262155505966,0.506,0.261,1.364836366903e-28,"Goblet","Tm9sf2"
"Ms4a8a2",9.68342790392573e-33,0.331041422542055,0.655,0.377,1.54654027053598e-28,"Goblet","Ms4a8a"
"Ufm1",1.64122445747174e-32,0.33204083353105,0.596,0.335,2.62119958102811e-28,"Goblet","Ufm1"
"Eif4ebp1",8.57547204776874e-32,0.347409119004742,0.51,0.264,1.36958864074915e-27,"Goblet","Eif4ebp1"
"Ssr1",1.3337837366806e-31,0.318639873746277,0.533,0.28,2.13018600585258e-27,"Goblet","Ssr1"
"Gtf2a2",1.3461955069161e-31,0.341266344570328,0.575,0.315,2.15000884409571e-27,"Goblet","Gtf2a2"
"Asns",1.78151477183779e-31,0.303116473429843,0.369,0.16,2.84525724210213e-27,"Goblet","Asns"
"Gorasp2",3.72280974220097e-31,0.343770355461393,0.471,0.239,5.94569943926916e-27,"Goblet","Gorasp2"
"Gnpnat11",3.96771452013667e-31,0.291318785068624,0.475,0.233,6.33683686011027e-27,"Goblet","Gnpnat1"
"Hes61",5.65442885896391e-31,0.324123347320043,0.688,0.405,9.03068833065126e-27,"Goblet","Hes6"
"Sar1a",1.64343747686347e-30,0.335364831982531,0.533,0.286,2.62473399429865e-26,"Goblet","Sar1a"
"Faim",3.61440289721301e-30,0.278367634211196,0.394,0.182,5.77256286713889e-26,"Goblet","Faim"
"Fam213a",7.08997949009641e-29,0.330842872583282,0.335,0.145,1.1323406243633e-24,"Goblet","Fam213a"
"Rnh1",1.54716343243573e-28,0.313687714768643,0.735,0.478,2.47097471794311e-24,"Goblet","Rnh1"
"Bet1",3.27390819460381e-28,0.303022352056209,0.488,0.256,5.22875877760175e-24,"Goblet","Bet1"
"Rab1a",3.71333106759395e-28,0.334600143186814,0.71,0.462,5.9305610480543e-24,"Goblet","Rab1a"
"Stt3a",4.49080224106365e-28,0.306381593428565,0.522,0.29,7.17226025920275e-24,"Goblet","Stt3a"
"Tmem183a",6.88535484412357e-28,0.306339707962547,0.649,0.398,1.09966002215498e-23,"Goblet","Tmem183a"
"Clptm1l",9.51350331575026e-28,0.318787474718645,0.531,0.295,1.51940161455847e-23,"Goblet","Clptm1l"
"Tmem248",1.1590971357427e-27,0.2967997397888,0.302,0.128,1.85119403549467e-23,"Goblet","Tmem248"
"Tmed10",1.7581554394342e-27,0.299774748870884,0.825,0.602,2.80795005232037e-23,"Goblet","Tmed10"
"Papss1",2.95324126077154e-27,0.284544965101435,0.453,0.229,4.71662161757823e-23,"Goblet","Papss1"
"Bad1",9.63022389672256e-27,0.306072872890693,0.635,0.385,1.53804305854556e-22,"Goblet","Bad"
"Srp141",1.3255061208475e-26,0.304124878172478,0.731,0.489,2.11696582560553e-22,"Goblet","Srp14"
"Hsp90b11",1.8816279777448e-26,0.364734502984131,0.884,0.71,3.00514804325622e-22,"Goblet","Hsp90b1"
"Rabac1",2.30751009202377e-26,0.328338009585711,0.62,0.375,3.68532436797116e-22,"Goblet","Rabac1"
"Atp6v0d11",3.58830249892367e-26,0.296868051583085,0.4,0.198,5.73087792103099e-22,"Goblet","Atp6v0d1"
"Yipf3",5.40128359610676e-26,0.260777249380191,0.533,0.297,8.6263900313421e-22,"Goblet","Yipf3"
"Yipf5",1.51513095953109e-25,0.261126252797985,0.363,0.174,2.41981565546711e-21,"Goblet","Yipf5"
"Gng11",1.51649238095706e-25,0.27058364842563,0.329,0.149,2.42198998162653e-21,"Goblet","Gng11"
"Actn11",1.6052810348563e-25,0.270765867848387,0.451,0.233,2.56379434076899e-21,"Goblet","Actn1"
"Srp191",1.62742968894416e-25,0.294940333395313,0.576,0.339,2.59916795621271e-21,"Goblet","Srp19"
"Pglyrp11",1.96081323920479e-25,0.353034217747098,0.914,0.724,3.13161482433397e-21,"Goblet","Pglyrp1"
"Drap1",3.77080968658286e-25,0.340523580497799,0.696,0.478,6.02236015044148e-21,"Goblet","Drap1"
"AA4671971",6.09561945188221e-25,0.288174393496157,0.28,0.12,9.73531382660108e-21,"Goblet","AA467197"
"Rab2a",7.24725009850169e-25,0.312910217050568,0.778,0.58,1.1574583132317e-20,"Goblet","Rab2a"
"Prorsd1",7.76733037017643e-25,0.257617008764117,0.349,0.161,1.24052033342088e-20,"Goblet","Prorsd1"
"Sec62",1.81977730585309e-24,0.2867548721672,0.673,0.448,2.90636633517797e-20,"Goblet","Sec62"
"Ly6e",2.05855220355125e-24,0.38048821935327,0.618,0.379,3.2877137242917e-20,"Goblet","Ly6e"
"Jtb",2.52674916799469e-24,0.302413771335922,0.714,0.488,4.03547109620432e-20,"Goblet","Jtb"
"Cdk5rap3",2.71443415250707e-24,0.255527566519973,0.439,0.234,4.33522278496905e-20,"Goblet","Cdk5rap3"
"Morf4l2",3.10347129441945e-23,0.269479460712697,0.6,0.366,4.95655400431731e-19,"Goblet","Morf4l2"
"Fkbp2",6.21154245430116e-23,0.278716409135891,0.878,0.7,9.92045445376438e-19,"Goblet","Fkbp2"
"2310039H08Rik",3.29051893818943e-22,0.251637412426081,0.667,0.424,5.25528779618234e-18,"Goblet","2310039H08Rik"
"Pdia4",5.79923727453655e-22,0.309754106091675,0.49,0.285,9.26196185116233e-18,"Goblet","Pdia4"
"Defa17",1.667434620034e-21,1.82654461821913,0.388,0.222,2.6630598316563e-17,"Goblet","Defa17"
"Ost4",4.90471374036989e-21,0.295640408358467,0.878,0.725,7.83331831474476e-17,"Goblet","Ost4"
"Arf1",2.42602146475522e-20,0.273116281149045,0.892,0.743,3.87459888136056e-16,"Goblet","Arf1"
"Spcs1",7.48249635906137e-20,0.274693513374031,0.847,0.672,1.19502949350569e-15,"Goblet","Spcs1"
"Cmas",1.44753961070693e-18,0.291570510710481,0.714,0.508,2.31186551226004e-14,"Goblet","Cmas"
"Tspan82",1.98543293144773e-18,0.254433656232607,0.953,0.826,3.17093493481517e-14,"Goblet","Tspan8"
"Nucb1",2.56519149917901e-18,0.256439874540782,0.565,0.362,4.0968673433388e-14,"Goblet","Nucb1"
"Sh3glb1",1.42482056813427e-17,0.253418164541402,0.592,0.386,2.27558092936725e-13,"Goblet","Sh3glb1"
"Mgat2",2.5760811260317e-16,0.25107304753424,0.427,0.259,4.11425916638522e-12,"Goblet","Mgat2"
"Fuca1",8.52039936081202e-16,0.252736585836223,0.804,0.635,1.36079298191529e-11,"Goblet","Fuca1"
"Gsta41",1.32652615520445e-05,0.281908424955934,0.284,0.207,0.211859492247702,"Goblet","Gsta4"
"Neurog3",0,2.24946440250571,0.348,0.01,0,"Endocrine","Neurog3"
"Cpe",0,2.07209161140907,0.51,0.01,0,"Endocrine","Cpe"
"Hmgn3",0,1.96767187964008,0.539,0.008,0,"Endocrine","Hmgn3"
"Bex2",0,1.89881295096707,0.455,0.018,0,"Endocrine","Bex2"
"Pcsk1n",0,1.88767373291543,0.474,0.006,0,"Endocrine","Pcsk1n"
"Fev",0,1.8558103073908,0.497,0.005,0,"Endocrine","Fev"
"Resp18",0,1.81653294446417,0.384,0.01,0,"Endocrine","Resp18"
"Gfra3",0,1.76234710201799,0.613,0.005,0,"Endocrine","Gfra3"
"Scgn",0,1.70084739913563,0.368,0.007,0,"Endocrine","Scgn"
"Isl1",0,1.69052905221899,0.303,0.003,0,"Endocrine","Isl1"
"Aplp1",0,1.68736405934721,0.577,0.035,0,"Endocrine","Aplp1"
"Neurod1",0,1.41951574620066,0.458,0.007,0,"Endocrine","Neurod1"
"Vwa5b2",0,1.3594143332141,0.526,0.007,0,"Endocrine","Vwa5b2"
"Cryba2",0,1.28475258652044,0.448,0.006,0,"Endocrine","Cryba2"
"Nkx2-2",0,1.26385378418934,0.468,0.006,0,"Endocrine","Nkx2-2"
"Fxyd6",0,1.25981849042128,0.306,0.002,0,"Endocrine","Fxyd6"
"Scg5",0,1.23363240768036,0.371,0.003,0,"Endocrine","Scg5"
"Rprml",0,1.23023587428214,0.406,0.007,0,"Endocrine","Rprml"
"Insm1",0,1.21138585061107,0.468,0.003,0,"Endocrine","Insm1"
"Celf3",0,1.07735567350331,0.403,0.004,0,"Endocrine","Celf3"
"Pcsk1",0,1.05303430343049,0.394,0.013,0,"Endocrine","Pcsk1"
"Rundc3a",0,0.956184879256213,0.348,0.007,0,"Endocrine","Rundc3a"
"Cplx2",0,0.928231777026566,0.374,0.01,0,"Endocrine","Cplx2"
"Prnp",0,0.922799060547879,0.358,0.006,0,"Endocrine","Prnp"
"Cacna2d1",0,0.872260330417721,0.284,0.001,0,"Endocrine","Cacna2d1"
"Rimbp2",0,0.812423603928234,0.348,0.004,0,"Endocrine","Rimbp2"
"Olfm1",0,0.795618661177934,0.265,0.003,0,"Endocrine","Olfm1"
"Scg3",0,0.735124648412855,0.232,0,0,"Endocrine","Scg3"
"Pax6",0,0.702691680843165,0.252,0.001,0,"Endocrine","Pax6"
"Gm43861",0,0.689196375804005,0.248,0.001,0,"Endocrine","Gm43861"
"Riiad1",0,0.670208718186217,0.261,0.003,0,"Endocrine","Riiad1"
"Fgd2",1.8334255517322e-306,0.878646120227643,0.31,0.007,2.92816394867149e-302,"Endocrine","Fgd2"
"Vim",1.11538877564223e-303,1.78560260387412,0.316,0.008,1.7813874135782e-299,"Endocrine","Vim"
"Map1b",1.5637155865083e-296,0.633756425342812,0.216,0.001,2.4974101632124e-292,"Endocrine","Map1b"
"Ffar21",9.57509786678474e-282,1.32808882431799,0.439,0.025,1.52923888030419e-277,"Endocrine","Ffar2"
"Tph1",2.17204269688894e-281,1.69050730590535,0.268,0.005,3.46896939120133e-277,"Endocrine","Tph1"
"Rab3c",2.31703279450155e-280,0.956430889218705,0.216,0.002,3.70053307609842e-276,"Endocrine","Rab3c"
"Syt13",3.46729955178585e-279,0.62962627155465,0.213,0.001,5.53762411415718e-275,"Endocrine","Syt13"
"Rfx6",1.99305742286532e-277,0.549094204678412,0.219,0.002,3.1831120100582e-273,"Endocrine","Rfx6"
"Gpx3",1.33782472169541e-275,1.66274901883792,0.271,0.006,2.13663986301974e-271,"Endocrine","Gpx3"
"Gng4",1.48591533067361e-274,0.684802182268332,0.229,0.003,2.37315537461882e-270,"Endocrine","Gng4"
"Anxa6",8.26058997649199e-265,0.766068319621499,0.255,0.005,1.31929882514554e-260,"Endocrine","Anxa6"
"Cldn4",1.73227981502045e-257,1.28327572205621,0.51,0.041,2.76662409256916e-253,"Endocrine","Cldn4"
"1700086L19Rik",1.96570533175008e-249,0.688271343345656,0.19,0.001,3.13942798533805e-245,"Endocrine","1700086L19Rik"
"Baiap3",2.91733126849359e-249,0.591613581393212,0.21,0.002,4.65926976891111e-245,"Endocrine","Baiap3"
"Cdkn1c1",5.37497260161992e-248,1.56321579183964,0.361,0.018,8.58436874204718e-244,"Endocrine","Cdkn1c"
"Tuba1a1",4.73155578023726e-239,1.03897185492795,0.455,0.033,7.55676773661692e-235,"Endocrine","Tuba1a"
"1700023F06Rik",5.6488428047775e-238,0.466858520860801,0.206,0.003,9.02176684351015e-234,"Endocrine","1700023F06Rik"
"Tm4sf42",8.22880920779482e-238,2.12362863186152,0.797,0.141,1.31422311857691e-233,"Endocrine","Tm4sf4"
"Dbn1",9.31171870297423e-236,0.532977490149519,0.184,0.001,1.48717459405201e-231,"Endocrine","Dbn1"
"Rbp4",3.16945313467749e-228,2.15233906213394,0.287,0.011,5.06193360139343e-224,"Endocrine","Rbp4"
"Runx1t1",7.45823472770706e-227,0.476384628450066,0.165,0.001,1.19115466836209e-222,"Endocrine","Runx1t1"
"Hepacam22",7.66290913545502e-227,1.48102997145737,0.694,0.099,1.22384321802352e-222,"Endocrine","Hepacam2"
"Chgb",2.35384905182618e-226,4.50032183676348,0.668,0.105,3.75933232067159e-222,"Endocrine","Chgb"
"Tubb3",3.17501643568815e-226,0.680599487219733,0.158,0,5.07081874943754e-222,"Endocrine","Tubb3"
"Neurod2",4.77624749093483e-226,0.622515824756895,0.155,0,7.62814486777202e-222,"Endocrine","Neurod2"
"Scn3a",3.83173091588561e-225,0.545731776927888,0.174,0.001,6.11965744576091e-221,"Endocrine","Scn3a"
"Pax4",6.87938784289848e-223,0.700883891669835,0.187,0.002,1.09870703238932e-218,"Endocrine","Pax4"
"Lmx1a",1.28464062869116e-218,0.658415524178795,0.165,0.001,2.05169954808265e-214,"Endocrine","Lmx1a"
"Nefm",2.43750118856914e-211,0.486879425280237,0.142,0,3.89293314826377e-207,"Endocrine","Nefm"
"Fam183b",3.4357714309656e-209,1.97363771278982,0.597,0.083,5.48727055239516e-205,"Endocrine","Fam183b"
"Cacna1a",1.15245003320994e-208,1.21273612242761,0.477,0.046,1.84057794803959e-204,"Endocrine","Cacna1a"
"Crybb1",1.75262747544048e-207,0.510771129754535,0.152,0.001,2.79912134102599e-203,"Endocrine","Crybb1"
"Ptprn2",6.10355377192198e-203,0.558422073494509,0.194,0.004,9.74798572913659e-199,"Endocrine","Ptprn2"
"Gm14964",9.82590455325417e-202,0.573891346762556,0.142,0,1.56929521620022e-197,"Endocrine","Gm14964"
"Tmigd3",5.17073711394646e-200,0.490573673660954,0.155,0.001,8.2581842446839e-196,"Endocrine","Tmigd3"
"Slc39a2",5.57785375213228e-199,0.971792499602853,0.216,0.006,8.90839022753047e-195,"Endocrine","Slc39a2"
"Arx",1.85114128508773e-198,0.610168841456766,0.148,0.001,2.95645774641362e-194,"Endocrine","Arx"
"Selm2",3.70571070566225e-193,1.30885582608457,0.906,0.205,5.91839056801317e-189,"Endocrine","Selm"
