"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mgat4c",0,0.892128515277723,0.471,0.037,0,"Enterocyte.Immature.Distal","Mgat4c"
"Krt8",2.31729666553706e-235,1.01994617771415,1,0.984,3.70095450452923e-231,"Enterocyte.Immature.Distal","Krt8"
"Gsdmc4",2.50933019790202e-229,1.17323693014957,0.627,0.116,4.00765125906932e-225,"Enterocyte.Immature.Distal","Gsdmc4"
"Krt19",7.16187451840627e-228,1.1902688437216,1,0.962,1.14382297933467e-223,"Enterocyte.Immature.Distal","Krt19"
"Reg3g",1.37233097345794e-217,2.03731033425182,0.982,0.652,2.19174979770968e-213,"Enterocyte.Immature.Distal","Reg3g"
"Slc51a",1.47706886168214e-201,1.2782140418668,0.842,0.267,2.35902667899255e-197,"Enterocyte.Immature.Distal","Slc51a"
"St3gal4",1.4286152944588e-186,1.13317130941747,0.943,0.377,2.28164148678015e-182,"Enterocyte.Immature.Distal","St3gal4"
"Gsdmc2",3.90887212229071e-180,0.728190223958857,0.426,0.06,6.2428596665105e-176,"Enterocyte.Immature.Distal","Gsdmc2"
"Apol10a",1.90737629443367e-176,0.87079624521779,0.637,0.147,3.04627067984002e-172,"Enterocyte.Immature.Distal","Apol10a"
"Slc51b",5.79427954926352e-174,1.05217114438496,0.699,0.184,9.25404386812877e-170,"Enterocyte.Immature.Distal","Slc51b"
"Reg3b",1.34899208921668e-171,2.08592809677543,0.932,0.616,2.15447526568795e-167,"Enterocyte.Immature.Distal","Reg3b"
"Lgals3",1.77437261571305e-171,1.02806820819367,0.898,0.388,2.83385050455531e-167,"Enterocyte.Immature.Distal","Lgals3"
"Cdkn2b",8.67671021775812e-167,0.928533033661628,0.674,0.178,1.38575738887815e-162,"Enterocyte.Immature.Distal","Cdkn2b"
"Lypd8",4.50233633909779e-153,0.793819134499894,0.998,0.942,7.19068136717308e-149,"Enterocyte.Immature.Distal","Lypd8"
"Lgals4",3.11155841541519e-151,0.594821888845129,1,0.998,4.9694699452596e-147,"Enterocyte.Immature.Distal","Lgals4"
"1810065E05Rik",2.50767206101691e-145,0.798271180909095,0.395,0.065,4.00500304865011e-141,"Enterocyte.Immature.Distal","1810065E05Rik"
"S100a10",1.01454679293473e-142,0.774637491494128,0.98,0.866,1.62033268299606e-138,"Enterocyte.Immature.Distal","S100a10"
"Gsdmc3",6.08016861435247e-142,0.442891767077478,0.26,0.026,9.71063729398233e-138,"Enterocyte.Immature.Distal","Gsdmc3"
"Enpep",3.59131072871924e-140,0.752033919902937,0.67,0.184,5.7356823648375e-136,"Enterocyte.Immature.Distal","Enpep"
"Anxa2",3.79216182492806e-140,0.873551528428444,0.963,0.59,6.05646165059261e-136,"Enterocyte.Immature.Distal","Anxa2"
"Naaladl1",8.93729082255658e-139,0.755803966046357,0.674,0.199,1.42737471727051e-134,"Enterocyte.Immature.Distal","Naaladl1"
"2200002D01Rik",1.13013449994107e-137,0.874911278315674,0.992,0.744,1.80493780985589e-133,"Enterocyte.Immature.Distal","2200002D01Rik"
"Ms4a18",9.70227716037528e-137,0.79651071219294,0.539,0.132,1.54955068528354e-132,"Enterocyte.Immature.Distal","Ms4a18"
"Krt20",4.49787776329574e-134,0.780706621790729,0.842,0.327,7.18356057575963e-130,"Enterocyte.Immature.Distal","Krt20"
"Phgr1",7.36766060998944e-132,0.898270283878045,0.986,0.903,1.17668907602141e-127,"Enterocyte.Immature.Distal","Phgr1"
"Mall",1.71896929859289e-131,0.68155720628058,0.658,0.197,2.7453658667827e-127,"Enterocyte.Immature.Distal","Mall"
"Fabp6",1.10298363973093e-128,2.22604965068849,0.852,0.521,1.76157517101427e-124,"Enterocyte.Immature.Distal","Fabp6"
"Serpinb1a",5.36888404346821e-122,0.766786215448906,0.971,0.762,8.57464470582308e-118,"Enterocyte.Immature.Distal","Serpinb1a"
"Clec2h",1.40429240579891e-121,0.632089831089602,0.789,0.288,2.24279540130143e-117,"Enterocyte.Immature.Distal","Clec2h"
"Car4",1.56127571347158e-121,0.911210320403143,0.689,0.243,2.49351344198546e-117,"Enterocyte.Immature.Distal","Car4"
"Serpinb6a",2.13772656052958e-115,0.779408024760743,0.912,0.574,3.41416308982179e-111,"Enterocyte.Immature.Distal","Serpinb6a"
"Gm3336",8.85200914796442e-112,0.739705600444534,0.574,0.176,1.4137543810214e-107,"Enterocyte.Immature.Distal","Gm3336"
"Gna11",1.08673658664296e-110,0.775693140666444,0.896,0.482,1.73562700252747e-106,"Enterocyte.Immature.Distal","Gna11"
"Myl12b",3.27327182108199e-110,0.754165232630124,0.939,0.774,5.22774242545004e-106,"Enterocyte.Immature.Distal","Myl12b"
"Dhrs11",1.97438891692705e-107,0.714070509424979,0.805,0.374,3.1532965392242e-103,"Enterocyte.Immature.Distal","Dhrs11"
"Hist1h2bc",9.7549389840878e-107,0.819790888600016,0.934,0.59,1.55796130514866e-102,"Enterocyte.Immature.Distal","Hist1h2bc"
"Coro2a",3.27997273427277e-100,0.728073330503915,0.684,0.263,5.23844445390704e-96,"Enterocyte.Immature.Distal","Coro2a"
"Pycard",2.1185476401132e-99,0.573218340201614,0.99,0.921,3.38353243602479e-95,"Enterocyte.Immature.Distal","Pycard"
"Ms4a8a",4.64604477649998e-97,0.792205774327266,0.777,0.367,7.42019811254812e-93,"Enterocyte.Immature.Distal","Ms4a8a"
"Abhd11os",1.33904058381246e-96,0.68050197406617,0.965,0.676,2.13858171640688e-92,"Enterocyte.Immature.Distal","Abhd11os"
"Prss32",5.15052912344639e-96,0.710650584897037,0.885,0.543,8.22591006305622e-92,"Enterocyte.Immature.Distal","Prss32"
"Cldn3",5.82601634661314e-95,0.586372351560879,0.992,0.925,9.30473070717585e-91,"Enterocyte.Immature.Distal","Cldn3"
"Edn2",2.88883273258282e-93,0.524744603716851,0.326,0.067,4.61375475720803e-89,"Enterocyte.Immature.Distal","Edn2"
"Ddah1",9.88223852447428e-92,0.411655576109544,0.223,0.031,1.57829231474379e-87,"Enterocyte.Immature.Distal","Ddah1"
"Cndp2",1.42568787194502e-91,0.644567265188099,0.768,0.34,2.27696610028338e-87,"Enterocyte.Immature.Distal","Cndp2"
"Agpat2",1.60712043703342e-90,0.737483188554724,0.785,0.39,2.56673204998608e-86,"Enterocyte.Immature.Distal","Agpat2"
"Ldha",8.00978996230282e-90,0.531780693860818,0.992,0.92,1.27924355487938e-85,"Enterocyte.Immature.Distal","Ldha"
"Il17rc",6.58947645376558e-89,0.673256531713387,0.662,0.265,1.0524052844309e-84,"Enterocyte.Immature.Distal","Il17rc"
"Slc7a9",6.48416354624493e-88,0.636286950543251,0.594,0.209,1.03558575997078e-83,"Enterocyte.Immature.Distal","Slc7a9"
"Ccl25",9.61171259044666e-88,0.603059390369705,0.961,0.816,1.53508661782024e-83,"Enterocyte.Immature.Distal","Ccl25"
"Capg",9.38827968886986e-85,0.447328021261822,0.26,0.047,1.49940214910941e-80,"Enterocyte.Immature.Distal","Capg"
"Nr1h4",1.83559974921929e-84,0.594316773843823,0.42,0.118,2.93163635947813e-80,"Enterocyte.Immature.Distal","Nr1h4"
"Cldn7",7.04885412813509e-81,0.399866914164689,0.996,0.983,1.12577249280445e-76,"Enterocyte.Immature.Distal","Cldn7"
"1700011H14Rik",2.03697444957905e-80,0.463298579570369,0.254,0.046,3.2532518934227e-76,"Enterocyte.Immature.Distal","1700011H14Rik"
"Aldoa",6.42883671481822e-78,0.589841962951666,0.943,0.776,1.02674951172362e-73,"Enterocyte.Immature.Distal","Aldoa"
"S100a6",5.10595326900286e-76,0.346259984425745,0.451,0.138,8.15471796592447e-72,"Enterocyte.Immature.Distal","S100a6"
"Muc3",9.39088022519818e-76,0.582846267180089,0.766,0.374,1.4998174807664e-71,"Enterocyte.Immature.Distal","Muc3"
"Crip1",4.97978359702698e-75,0.27502397495804,1,0.985,7.95321238281178e-71,"Enterocyte.Immature.Distal","Crip1"
"Mep1a",6.03877793147856e-75,0.568438838162723,0.363,0.096,9.64453223436441e-71,"Enterocyte.Immature.Distal","Mep1a"
"Mvp",1.33647251308094e-73,0.615521284990002,0.75,0.384,2.13448025064156e-69,"Enterocyte.Immature.Distal","Mvp"
"2610528A11Rik",1.86412897747401e-73,0.496203854349934,0.219,0.038,2.97720038992374e-69,"Enterocyte.Immature.Distal","2610528A11Rik"
"Ces2e",1.01018256682044e-72,0.54125616559964,0.854,0.448,1.61336257746893e-68,"Enterocyte.Immature.Distal","Ces2e"
"Cisd3",1.06577987845543e-72,0.54928289885441,0.928,0.683,1.70215704388117e-68,"Enterocyte.Immature.Distal","Cisd3"
"Cyp4f40",1.36621121695811e-72,0.277023150237787,0.219,0.038,2.1819759346038e-68,"Enterocyte.Immature.Distal","Cyp4f40"
"Reg3a",1.05361381997119e-71,0.454321551075832,0.566,0.21,1.68272663187599e-67,"Enterocyte.Immature.Distal","Reg3a"
"Smim24",1.63746483501065e-70,0.458528820982381,0.982,0.893,2.6151950879955e-66,"Enterocyte.Immature.Distal","Smim24"
"Mep1b",1.41000850551684e-69,0.523342848017802,0.578,0.217,2.25192458416094e-65,"Enterocyte.Immature.Distal","Mep1b"
"Maoa",2.17700662652528e-69,0.544611628522052,0.844,0.488,3.47689728322352e-65,"Enterocyte.Immature.Distal","Maoa"
"Ckmt1",9.76723354198927e-69,0.427239178783212,0.957,0.73,1.55992486899111e-64,"Enterocyte.Immature.Distal","Ckmt1"
"Gdpd1",1.21832060090042e-68,0.614829570942521,0.691,0.344,1.94577983169806e-64,"Enterocyte.Immature.Distal","Gdpd1"
"Sat1",6.88331385219508e-67,0.585799000788878,0.748,0.428,1.09933405533408e-62,"Enterocyte.Immature.Distal","Sat1"
"Mgst1",7.30463402125999e-67,0.557393834184654,0.961,0.838,1.16662309953543e-62,"Enterocyte.Immature.Distal","Mgst1"
"Fam3b",8.20294553091125e-67,0.40926965735011,0.277,0.064,1.31009243074184e-62,"Enterocyte.Immature.Distal","Fam3b"
"Hsd17b2",1.28733905282793e-66,0.513308528337835,0.475,0.166,2.05600920127148e-62,"Enterocyte.Immature.Distal","Hsd17b2"
"Batf2",6.31592934195939e-65,0.29440881829844,0.217,0.041,1.00871707520433e-60,"Enterocyte.Immature.Distal","Batf2"
"Sult2b1",2.93456918511165e-64,0.568359924086234,0.607,0.266,4.68680044554182e-60,"Enterocyte.Immature.Distal","Sult2b1"
"Cmbl",3.8074691250897e-64,0.581224959011839,0.641,0.298,6.08090893968076e-60,"Enterocyte.Immature.Distal","Cmbl"
"Myl7",6.7281723509284e-64,0.278017959218124,0.367,0.109,1.07455640616677e-59,"Enterocyte.Immature.Distal","Myl7"
"Bcl2l15",1.35468915347704e-62,0.343390209088112,0.221,0.044,2.16357404701817e-58,"Enterocyte.Immature.Distal","Bcl2l15"
"Duoxa2",2.09608739268983e-61,0.51890987809853,0.285,0.073,3.34766117486492e-57,"Enterocyte.Immature.Distal","Duoxa2"
"Cldn23",2.98732377281958e-61,0.385866414786071,0.297,0.078,4.77105479757016e-57,"Enterocyte.Immature.Distal","Cldn23"
"Akr1c19",3.51204516673982e-61,0.522428378877298,0.496,0.189,5.60908733580017e-57,"Enterocyte.Immature.Distal","Akr1c19"
"Slc26a3",4.19629459023775e-61,0.455619620840645,0.391,0.127,6.70190209006871e-57,"Enterocyte.Immature.Distal","Slc26a3"
"Slc1a1",5.73853957022767e-61,0.488657003798035,0.439,0.156,9.16502154761062e-57,"Enterocyte.Immature.Distal","Slc1a1"
"Hkdc1",5.00303915168326e-59,0.570949610525477,0.471,0.176,7.99035382915333e-55,"Enterocyte.Immature.Distal","Hkdc1"
"Slc6a20a",7.10096152646729e-59,0.445819242715915,0.396,0.132,1.13409456539209e-54,"Enterocyte.Immature.Distal","Slc6a20a"
"Ugt2b5",2.43296874150692e-58,0.41185003830031,0.256,0.062,3.8856943770607e-54,"Enterocyte.Immature.Distal","Ugt2b5"
"S100a16",3.18543136987054e-58,0.622038387326221,0.611,0.297,5.08745244082024e-54,"Enterocyte.Immature.Distal","S100a16"
"Sis",3.58164932202966e-58,0.381448752244655,0.568,0.232,5.72025213221357e-54,"Enterocyte.Immature.Distal","Sis"
"Prr13",8.62708852437838e-58,0.523336248574285,0.896,0.678,1.37783230822847e-53,"Enterocyte.Immature.Distal","Prr13"
"Scd2",1.38678761050405e-57,0.536544582573293,0.371,0.123,2.21483849273602e-53,"Enterocyte.Immature.Distal","Scd2"
"Sult1d1",1.66004147520748e-57,0.573293641572766,0.73,0.414,2.65125224005387e-53,"Enterocyte.Immature.Distal","Sult1d1"
"Dpep1",2.15122750938538e-56,0.4260020546953,0.465,0.168,3.4357254552394e-52,"Enterocyte.Immature.Distal","Dpep1"
"Sult1b1",1.57484527630722e-55,0.490578727530412,0.664,0.329,2.51518539079025e-51,"Enterocyte.Immature.Distal","Sult1b1"
"Glod5",1.95378553510408e-55,0.490335613459665,0.865,0.541,3.12039087811473e-51,"Enterocyte.Immature.Distal","Glod5"
"Hsd3b3",2.20291070062399e-54,0.344334277535275,0.219,0.049,3.51826867996657e-50,"Enterocyte.Immature.Distal","Hsd3b3"
"Mgst2",2.41695274209677e-54,0.477937736414332,0.873,0.596,3.86011522440275e-50,"Enterocyte.Immature.Distal","Mgst2"
"Plac8",3.68793571559942e-54,0.284714333964689,0.998,0.977,5.89000213138383e-50,"Enterocyte.Immature.Distal","Plac8"
"Slc44a4",1.2869068233052e-53,0.42971945338561,0.447,0.168,2.05531888750074e-49,"Enterocyte.Immature.Distal","Slc44a4"
"Sfn",1.55020295785062e-53,0.472110896345334,0.781,0.459,2.47582914398323e-49,"Enterocyte.Immature.Distal","Sfn"
"Ptk6",2.41440423973215e-53,0.301613159173916,0.133,0.019,3.85604501127622e-49,"Enterocyte.Immature.Distal","Ptk6"
"Myo1a",4.08299914177818e-53,0.496996057885918,0.801,0.472,6.52095792933393e-49,"Enterocyte.Immature.Distal","Myo1a"
"Dgat1",6.15329894825836e-53,0.483893095705394,0.863,0.558,9.82743375026343e-49,"Enterocyte.Immature.Distal","Dgat1"
"Stap2",8.55350383268631e-53,0.502377977091057,0.588,0.273,1.36608009711833e-48,"Enterocyte.Immature.Distal","Stap2"
"Slc13a1",2.21952587584386e-52,0.383644784035032,0.193,0.04,3.54480477631023e-48,"Enterocyte.Immature.Distal","Slc13a1"
"Cyp4f14",2.70470088845268e-52,0.316131653521028,0.678,0.315,4.31967778894778e-48,"Enterocyte.Immature.Distal","Cyp4f14"
"Myh14",3.73166360069083e-52,0.497490055497445,0.68,0.353,5.95983993666332e-48,"Enterocyte.Immature.Distal","Myh14"
"Tgfbi",1.13514380467575e-51,0.448853864379825,0.398,0.143,1.81293817044765e-47,"Enterocyte.Immature.Distal","Tgfbi"
"Epcam",1.40613634023292e-51,0.332051171283238,0.998,0.988,2.245740348986e-47,"Enterocyte.Immature.Distal","Epcam"
"Tmem252",4.15575445961759e-51,0.486599636353609,0.375,0.133,6.63715544745526e-47,"Enterocyte.Immature.Distal","Tmem252"
"Capns1",7.38247769835814e-51,0.477631918171612,0.781,0.49,1.17905551320478e-46,"Enterocyte.Immature.Distal","Capns1"
"Pfkp",1.53447638063252e-50,0.510646737738937,0.527,0.235,2.4507122275082e-46,"Enterocyte.Immature.Distal","Pfkp"
"Fam132a",1.86362412797216e-50,0.488162998635276,0.621,0.305,2.97639409478434e-46,"Enterocyte.Immature.Distal","Fam132a"
"Mkrn1",2.31009707234876e-50,0.515486091313892,0.816,0.545,3.6894560342482e-46,"Enterocyte.Immature.Distal","Mkrn1"
"Misp",1.47608794404329e-49,0.526059675227404,0.777,0.508,2.35746005543155e-45,"Enterocyte.Immature.Distal","Misp"
"Tspan15",2.70372553271737e-48,0.499311386165625,0.697,0.403,4.31812004830291e-44,"Enterocyte.Immature.Distal","Tspan15"
"Tstd1",6.46624918340623e-48,0.575784784085674,0.734,0.467,1.03272465708181e-43,"Enterocyte.Immature.Distal","Tstd1"
"Igsf9",2.31886423245275e-47,0.324186360076476,0.363,0.127,3.70345806565029e-43,"Enterocyte.Immature.Distal","Igsf9"
"Tspan8",2.67513493083313e-47,0.439461998261303,0.943,0.827,4.27245799803359e-43,"Enterocyte.Immature.Distal","Tspan8"
"AA467197",9.80356249652801e-47,0.522941883395394,0.334,0.116,1.56572696632049e-42,"Enterocyte.Immature.Distal","AA467197"
"Acp5",1.49200531033753e-46,0.503977730923548,0.646,0.359,2.38288168114007e-42,"Enterocyte.Immature.Distal","Acp5"
"Cth",2.66662919543928e-46,0.468474242978583,0.646,0.36,4.25887348803608e-42,"Enterocyte.Immature.Distal","Cth"
"Gpx1",8.9384945274142e-46,0.414711203078646,0.977,0.893,1.42756696097332e-41,"Enterocyte.Immature.Distal","Gpx1"
"Gsr",1.53770886816344e-45,0.549433623833449,0.803,0.534,2.45587483334383e-41,"Enterocyte.Immature.Distal","Gsr"
"Actb",1.99152068216501e-45,0.410023940844302,0.979,0.906,3.18065768148574e-41,"Enterocyte.Immature.Distal","Actb"
"Pglyrp1",2.61235611144941e-45,0.413331810840973,0.938,0.722,4.17219394559585e-41,"Enterocyte.Immature.Distal","Pglyrp1"
"Slc25a24",3.89953156031066e-45,0.335557643568167,0.303,0.098,6.22794185497216e-41,"Enterocyte.Immature.Distal","Slc25a24"
"Suox",3.91223318496673e-45,0.572455368494104,0.285,0.093,6.24822761971036e-41,"Enterocyte.Immature.Distal","Suox"
"Ifit1bl1",4.20371341144251e-45,0.260214045586891,0.145,0.026,6.71375068941484e-41,"Enterocyte.Immature.Distal","Ifit1bl1"
"Smim22",8.07431917694128e-45,0.467396580412195,0.854,0.616,1.28954951574929e-40,"Enterocyte.Immature.Distal","Smim22"
"Cox7a1",2.60246736716123e-44,0.281708035049703,0.619,0.297,4.15640063209319e-40,"Enterocyte.Immature.Distal","Cox7a1"
"Calm1",8.38990765707734e-44,0.3309279053912,0.994,0.962,1.33995215191182e-39,"Enterocyte.Immature.Distal","Calm1"
"Pccb",8.98553884217486e-44,0.466722820755513,0.582,0.295,1.43508040848375e-39,"Enterocyte.Immature.Distal","Pccb"
"Fam213b",1.52484650621153e-43,0.470541036233755,0.787,0.517,2.43533235507043e-39,"Enterocyte.Immature.Distal","Fam213b"
"Txn1",1.83814033093868e-43,0.306279945688214,0.994,0.982,2.93569392254216e-39,"Enterocyte.Immature.Distal","Txn1"
"Ocm",1.88817270339669e-43,0.310614483672844,0.238,0.066,3.01560062459486e-39,"Enterocyte.Immature.Distal","Ocm"
"Aoc1",2.30757738441153e-43,0.418865506309199,0.691,0.389,3.68543184064365e-39,"Enterocyte.Immature.Distal","Aoc1"
"Rrbp1",3.00671591055248e-43,0.447935939409306,0.873,0.622,4.80202598074337e-39,"Enterocyte.Immature.Distal","Rrbp1"
"Srxn1",5.02160770277169e-43,0.394909528525672,0.387,0.149,8.02000966209667e-39,"Enterocyte.Immature.Distal","Srxn1"
"Prpsap1",1.07586171728691e-42,0.45483201365565,0.787,0.513,1.71825874867893e-38,"Enterocyte.Immature.Distal","Prpsap1"
"Tm6sf2",1.78419175880796e-42,0.382722452742289,0.609,0.308,2.8495326579922e-38,"Enterocyte.Immature.Distal","Tm6sf2"
"Fgfbp1",3.31933063548897e-42,0.559251022818814,0.721,0.457,5.30130295793943e-38,"Enterocyte.Immature.Distal","Fgfbp1"
"Ctsc",6.52142406378427e-42,0.395521462194732,0.496,0.229,1.04153663722698e-37,"Enterocyte.Immature.Distal","Ctsc"
"Ppfia3",1.00919979775986e-41,0.268036608608065,0.182,0.043,1.61179299700227e-37,"Enterocyte.Immature.Distal","Ppfia3"
"Ppap2c",1.19849331222699e-41,0.459749992855518,0.803,0.538,1.91411366895773e-37,"Enterocyte.Immature.Distal","Ppap2c"
"Osr2",1.21592872886306e-41,0.464506465268883,0.58,0.301,1.9419597728672e-37,"Enterocyte.Immature.Distal","Osr2"
"Cox5a",3.88576745206912e-41,0.285594289077159,0.992,0.961,6.20595919769959e-37,"Enterocyte.Immature.Distal","Cox5a"
"Sowaha",5.90707991159197e-41,0.280550908628767,0.191,0.048,9.43419732680354e-37,"Enterocyte.Immature.Distal","Sowaha"
"Mogat2",6.98715865383443e-41,0.299249992711013,0.504,0.223,1.1159191086039e-36,"Enterocyte.Immature.Distal","Mogat2"
"Gng12",4.35179113914588e-40,0.401668467326416,0.768,0.469,6.95024562832989e-36,"Enterocyte.Immature.Distal","Gng12"
"Tmem120a",1.67143200316665e-39,0.377101010468768,0.613,0.325,2.66944405225745e-35,"Enterocyte.Immature.Distal","Tmem120a"
"Ppp1r14d",2.08331761961645e-39,0.427550140879808,0.822,0.587,3.32726657028943e-35,"Enterocyte.Immature.Distal","Ppp1r14d"
"Pdzd3",2.26342347072663e-39,0.313863095755066,0.266,0.086,3.6149136250975e-35,"Enterocyte.Immature.Distal","Pdzd3"
"Tspan1",2.29417607602365e-39,0.453099498958725,0.695,0.408,3.66402861101738e-35,"Enterocyte.Immature.Distal","Tspan1"
"Tmem37",2.45257605274467e-39,0.339339956332295,0.467,0.207,3.91700921383852e-35,"Enterocyte.Immature.Distal","Tmem37"
"Fahd1",5.54303502751277e-39,0.485331972352711,0.719,0.467,8.85278124244065e-35,"Enterocyte.Immature.Distal","Fahd1"
"Ethe1",1.02420910147934e-38,0.397745806268401,0.531,0.271,1.63576435597265e-34,"Enterocyte.Immature.Distal","Ethe1"
"Tmbim6",1.28353860157736e-38,0.307045057159038,0.979,0.902,2.0499395005792e-34,"Enterocyte.Immature.Distal","Tmbim6"
"Rbp7",1.77807406910965e-38,0.474769943287047,0.551,0.285,2.83976209577502e-34,"Enterocyte.Immature.Distal","Rbp7"
"Cdk2ap2",5.14222785031964e-38,0.429526367700034,0.857,0.632,8.2126520997455e-34,"Enterocyte.Immature.Distal","Cdk2ap2"
"Ceacam20",5.16222798703563e-38,0.30386778768108,0.205,0.057,8.2445943180946e-34,"Enterocyte.Immature.Distal","Ceacam20"
"Idh1",5.31469275042153e-38,0.401815528949356,0.49,0.233,8.48809579169822e-34,"Enterocyte.Immature.Distal","Idh1"
"Cideb",9.64169260721706e-38,0.33237979924504,0.578,0.285,1.53987472629864e-33,"Enterocyte.Immature.Distal","Cideb"
"Smpdl3a",2.81709434601284e-37,0.45721916083184,0.566,0.311,4.49918138001711e-33,"Enterocyte.Immature.Distal","Smpdl3a"
"Sdcbp2",2.15492901554112e-36,0.341040941661151,0.457,0.208,3.44163713072072e-32,"Enterocyte.Immature.Distal","Sdcbp2"
"Trim31",4.65954662774579e-36,0.349821931721183,0.402,0.174,7.4417619191728e-32,"Enterocyte.Immature.Distal","Trim31"
"Dbi",2.5998008426475e-35,0.261327560861683,0.998,0.983,4.15214192579232e-31,"Enterocyte.Immature.Distal","Dbi"
"Fcgrt",6.23924630506046e-35,0.337172816458699,0.426,0.193,9.96470027381206e-31,"Enterocyte.Immature.Distal","Fcgrt"
"Aldh9a1",1.36339355229603e-34,0.429470246034361,0.639,0.386,2.17747584237199e-30,"Enterocyte.Immature.Distal","Aldh9a1"
"Txndc17",2.293095315043e-34,0.347590569527201,0.918,0.786,3.66230252765518e-30,"Enterocyte.Immature.Distal","Txndc17"
"Slc35b1",2.63142186150941e-34,0.406478342570027,0.688,0.415,4.20264385501667e-30,"Enterocyte.Immature.Distal","Slc35b1"
"Mylk",4.53341563620572e-34,0.321611014006694,0.309,0.119,7.24031811258415e-30,"Enterocyte.Immature.Distal","Mylk"
"Arpc3",5.24136952076736e-34,0.350178350861589,0.9,0.751,8.37099126161756e-30,"Enterocyte.Immature.Distal","Arpc3"
"Gsta4",7.48248667573086e-34,0.31215503074554,0.43,0.196,1.19502794698097e-29,"Enterocyte.Immature.Distal","Gsta4"
"Cd9",7.8153440075945e-34,0.495817507546799,0.742,0.537,1.24818859145292e-29,"Enterocyte.Immature.Distal","Cd9"
"Cdc42",8.01998431696983e-34,0.367472137463366,0.873,0.69,1.28087169526325e-29,"Enterocyte.Immature.Distal","Cdc42"
"Hdhd3",2.6527283544824e-33,0.410752824748794,0.559,0.312,4.23667245494384e-29,"Enterocyte.Immature.Distal","Hdhd3"
"Mtch2",5.11840292595892e-33,0.319287717784793,0.936,0.812,8.17460131304898e-29,"Enterocyte.Immature.Distal","Mtch2"
"Dok4",5.43752262357725e-33,0.255653009715963,0.275,0.1,8.68426738211523e-29,"Enterocyte.Immature.Distal","Dok4"
"Abcg2",5.54176780436924e-33,0.353440654712132,0.473,0.232,8.85075736035811e-29,"Enterocyte.Immature.Distal","Abcg2"
"Elovl7",6.0271973505963e-33,0.309533793022341,0.4,0.18,9.62603688863735e-29,"Enterocyte.Immature.Distal","Elovl7"
"Id3",6.44400787639209e-33,0.432408273340775,0.736,0.478,1.02917249793858e-28,"Enterocyte.Immature.Distal","Id3"
"Nln",1.53067448148017e-32,0.302088787696478,0.271,0.1,2.44464021437198e-28,"Enterocyte.Immature.Distal","Nln"
"Mgat4a",1.66198004405129e-32,0.365765589507249,0.525,0.275,2.65434832835432e-28,"Enterocyte.Immature.Distal","Mgat4a"
"1700027J19Rik",2.48061944217594e-32,0.400438255120898,0.779,0.551,3.9617973110992e-28,"Enterocyte.Immature.Distal","1700027J19Rik"
"Gfpt1",6.70499071413652e-32,0.411152707184566,0.396,0.184,1.07085406695474e-27,"Enterocyte.Immature.Distal","Gfpt1"
"Prss23",1.49605618040645e-31,0.38645135755822,0.35,0.152,2.38935132572714e-27,"Enterocyte.Immature.Distal","Prss23"
"Chp2",2.0570315831309e-31,0.277924338971366,0.24,0.083,3.28528514141837e-27,"Enterocyte.Immature.Distal","Chp2"
"Canx",2.54602819303211e-31,0.389957201586536,0.744,0.516,4.06626162709159e-27,"Enterocyte.Immature.Distal","Canx"
"Cst6",3.0331094243655e-31,0.26359976656876,0.469,0.225,4.84417906165414e-27,"Enterocyte.Immature.Distal","Cst6"
"F11r",8.38713921136062e-31,0.384415233497618,0.574,0.338,1.33951000344641e-26,"Enterocyte.Immature.Distal","F11r"
"Hspa5",1.46842837721105e-30,0.35964404077879,0.828,0.612,2.34522696124376e-26,"Enterocyte.Immature.Distal","Hspa5"
"Myo1d",2.71441034428881e-30,0.383169341332761,0.445,0.223,4.33518476086366e-26,"Enterocyte.Immature.Distal","Myo1d"
"Tubal3",8.57098880521938e-30,0.317759230455885,0.275,0.107,1.36887262208159e-25,"Enterocyte.Immature.Distal","Tubal3"
"Cdh17",2.00870685231656e-29,0.369890803179355,0.852,0.64,3.20810571383478e-25,"Enterocyte.Immature.Distal","Cdh17"
"Ostf1",2.58097713006857e-29,0.344082160527579,0.695,0.448,4.12207857443251e-25,"Enterocyte.Immature.Distal","Ostf1"
"Mal2",3.11407107093249e-29,0.289833491935669,0.336,0.147,4.97348290738627e-25,"Enterocyte.Immature.Distal","Mal2"
"Vstm5",3.27145583122079e-29,0.251623723398747,0.186,0.057,5.22484210804272e-25,"Enterocyte.Immature.Distal","Vstm5"
"Pitpna",1.02186951587412e-28,0.367581168239889,0.705,0.478,1.63202780380256e-24,"Enterocyte.Immature.Distal","Pitpna"
"Pgd",1.16799989054527e-28,0.363625341938118,0.656,0.412,1.86541262518985e-24,"Enterocyte.Immature.Distal","Pgd"
"Arl4a",1.54459370332088e-28,0.319090607636301,0.434,0.217,2.46687060357378e-24,"Enterocyte.Immature.Distal","Arl4a"
"Psmb10",1.84901637340356e-28,0.352622128156937,0.896,0.746,2.95306404996283e-24,"Enterocyte.Immature.Distal","Psmb10"
"Mgam",3.16395248163857e-28,0.262309371856111,0.854,0.603,5.05314850842495e-24,"Enterocyte.Immature.Distal","Mgam"
"Paqr4",3.79245370325963e-28,0.255714286631535,0.332,0.144,6.05692780947595e-24,"Enterocyte.Immature.Distal","Paqr4"
