"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"CG4587",0,2.62105066115411,0.979,0.115,0,"0","CG4587"
"CG13565",0,2.47611052667201,1,1,0,"0","CG13565"
"CG42394",0,2.05244873722231,0.938,0.547,0,"0","CG42394"
"Ir85a",0,1.64582937107343,0.709,0.088,0,"0","Ir85a"
"CG15203",0,1.40354272319342,0.563,0.046,0,"0","CG15203"
"CG43207",0,1.28462292144164,0.943,0.434,0,"0","CG43207"
"NPFR",0,1.23889882453757,0.821,0.175,0,"0","NPFR"
"exex",0,1.1423049520441,0.784,0.143,0,"0","exex"
"dpr",0,1.05503837543178,0.677,0.11,0,"0","dpr"
"Pvf3",0,1.00349312141782,0.593,0.056,0,"0","Pvf3"
"GstD1",0,-1.16970921582487,0.963,0.995,0,"0","GstD1"
"mex1",0,-1.28408210834858,0.499,0.9,0,"0","mex1"
"CtsB1",0,-1.43671737570234,0.918,0.994,0,"0","CtsB1"
"IA-2",0,-1.81761397355076,0.989,0.991,0,"0","IA-2"
"fabp",0,-1.90649416481094,0.302,0.894,0,"0","fabp"
"Act5C",1.53116152131571e-304,-1.14207009680033,0.88,0.984,1.42688942171411e-300,"0","Act5C"
"CG44008",7.18157779121372e-304,-2.22054559158341,0.92,0.969,6.69251234363207e-300,"0","CG44008"
"CG43729",5.27658787423186e-289,1.06652170855559,0.909,0.42,4.91725223999667e-285,"0","CG43729"
"Esyt2",5.52341551554073e-270,0.921056257696068,0.88,0.304,5.14727091893241e-266,"0","Esyt2"
"porin",3.76568234815442e-266,-0.748357615972555,0.92,0.981,3.50923938024511e-262,"0","porin"
"tap",9.37090436465104e-266,0.960859693906156,0.982,0.445,8.7327457774183e-262,"0","tap"
"CG3814",3.06859392194881e-262,-1.0868098466708,0.736,0.932,2.8596226758641e-258,"0","CG3814"
"Trx-2",4.93522739714194e-261,-1.29710761395506,0.621,0.896,4.59913841139657e-257,"0","Trx-2"
"Sod",1.31974327929492e-258,-0.764078483357943,0.909,0.975,1.22986876197494e-254,"0","Sod"
"CG17574",1.86276463010271e-255,-1.09611207175257,0.62,0.896,1.73591035879272e-251,"0","CG17574"
"mt:CoIII",2.38702489397761e-249,-0.69522508222224,0.997,0.999,2.22446849869774e-245,"0","mt:CoIII"
"Fer2LCH",9.86048714194175e-247,-0.680891861597221,0.977,0.992,9.18898796757552e-243,"0","Fer2LCH"
"CG14509",8.4381182621989e-246,0.816311062335382,0.645,0.143,7.86348240854315e-242,"0","CG14509"
"RpS15",2.06381137301807e-241,-0.453347751739846,0.988,0.999,1.92326581851554e-237,"0","RpS15"
"CG1746",1.12568284338593e-240,-0.627044594950231,0.964,0.99,1.04902384175134e-236,"0","CG1746"
"7B2",4.56712254040858e-240,-0.608117787563758,0.998,0.996,4.25610149540675e-236,"0","7B2"
"ImpL3",1.49128256858095e-239,-1.90369354297576,0.375,0.792,1.38972622566059e-235,"0","ImpL3"
"mt:CoII",2.51174558033238e-238,-0.709867557106134,0.997,1,2.34069570631175e-234,"0","mt:CoII"
"tsr",2.70725735940796e-236,-0.691362590779893,0.931,0.983,2.52289313323227e-232,"0","tsr"
"lea",3.29395528773317e-235,0.742444153873759,0.544,0.096,3.06963693263854e-231,"0","lea"
"veil",7.54881308038381e-224,-1.94157679100804,0.23,0.703,7.03473890960968e-220,"0","veil"
"Xrp1",1.37043637423977e-223,-0.866133377007413,0.767,0.95,1.27710965715404e-219,"0","Xrp1"
"mt:ATPase6",9.85414730880621e-223,-0.749620628458285,0.983,0.997,9.18307987707651e-219,"0","mt:ATPase6"
"RpS11",9.95499317671865e-223,-0.441208796381611,0.991,0.997,9.27705814138411e-219,"0","RpS11"
"CG15347",1.02492639807059e-222,-1.53116274094146,0.157,0.671,9.55128910361985e-219,"0","CG15347"
"mt:CoI",8.19694455604402e-221,-0.554227264652274,0.999,1,7.63873263177742e-217,"0","mt:CoI"
"CG44250",9.22460260540134e-220,-0.778939134591858,0.881,0.958,8.59640716797351e-216,"0","CG44250"
"Cyp1",1.93991600013749e-217,-0.60235631380544,0.946,0.982,1.80780772052813e-213,"0","Cyp1"
"RpL19",2.43369441751039e-217,-0.571466030825929,0.959,0.99,2.26795982767793e-213,"0","RpL19"
"mt:Cyt-b",4.72554238797752e-216,-0.674703368571935,0.993,0.999,4.40373295135625e-212,"0","mt:Cyt-b"
"Ssk",8.01311722525722e-216,-2.02319435401662,0.355,0.734,7.4674239422172e-212,"0","Ssk"
"Men",1.12608894763679e-214,0.839938979859761,0.643,0.186,1.04940229030272e-210,"0","Men"
"chic",1.14030840986607e-214,-0.863776423191806,0.707,0.905,1.06265340715419e-210,"0","chic"
"CG3987",4.3749916436048e-213,-1.17416768868671,0.187,0.683,4.07705471267532e-209,"0","CG3987"
"mirr",5.48679948866565e-212,-1.55041023112227,0.039,0.585,5.11314844348752e-208,"0","mirr"
"Ca-alpha1T",5.3309695902094e-210,0.806689684375466,0.715,0.229,4.96793056111614e-206,"0","Ca-alpha1T"
"ppk17",8.04115878915146e-207,0.740515360043664,0.617,0.138,7.49355587561024e-203,"0","ppk17"
"NLaz",1.7579580890151e-204,-1.00016381475628,0.859,0.939,1.63824114315318e-200,"0","NLaz"
"CCHa1-R",1.15355858460172e-201,0.721419904464783,0.658,0.184,1.07500124499034e-197,"0","CCHa1-R"
"CG12825",7.64372575842197e-200,-0.682436875258424,0.95,0.976,7.12318803427344e-196,"0","CG12825"
"CG7272",1.35437823256789e-198,-1.41520944809168,0.22,0.684,1.26214507493002e-194,"0","CG7272"
"RpS27A",6.96676111733149e-198,-0.445889053311862,0.981,0.996,6.49232468524122e-194,"0","RpS27A"
"CG4300",1.60484147130156e-197,0.7447970194851,0.657,0.201,1.49555176710592e-193,"0","CG4300"
"RpL39",9.51354606597576e-197,-0.400971707306114,0.991,0.998,8.86567357888281e-193,"0","RpL39"
"CG40127",1.47972640777861e-193,-0.485337864142472,0.987,0.991,1.37895703940889e-189,"0","CG40127"
"GstO3",2.89879706620078e-193,-1.029539631629,0.621,0.857,2.7013889859925e-189,"0","GstO3"
"CG4577",1.2718508590693e-192,0.582200318942616,0.998,0.914,1.18523781556668e-188,"0","CG4577"
"CG34176",2.263823942495e-192,-2.08603339414173,0.403,0.718,2.10965753201109e-188,"0","CG34176"
"CG15422",7.73786626048885e-192,-1.91547641305635,0.368,0.707,7.21091756814956e-188,"0","CG15422"
"CG13704",6.77912874447812e-190,-1.50530862930544,0.264,0.671,6.31747007697916e-186,"0","CG13704"
"ATPsyn-beta",5.74708482226333e-189,-0.677803240816614,0.891,0.965,5.3557083458672e-185,"0","ATPsyn-beta"
"RpL21",9.20944909707039e-189,-0.47388304917175,0.97,0.993,8.5822856135599e-185,"0","RpL21"
"CG17778",1.42887102403019e-188,0.762349741134756,0.974,0.705,1.33156490729373e-184,"0","CG17778"
"Crc",1.0083272358388e-187,-0.649971462309604,0.951,0.984,9.39660151078176e-184,"0","Crc"
"smp-30",1.63347509357415e-187,-1.79120509457815,0.474,0.793,1.52223543970175e-183,"0","smp-30"
"PHGPx",9.18402819070484e-179,-0.862382549187188,0.431,0.786,8.55859587091784e-175,"0","PHGPx"
"CG10650",3.06320271429448e-177,-1.38829843306791,0.177,0.614,2.85459860945103e-173,"0","CG10650"
"RpL23",1.23956572219873e-176,-0.377273221132139,0.996,0.997,1.155151296517e-172,"0","RpL23"
"RpS27",1.28851463870834e-173,-0.438720852624357,0.985,0.996,1.2007667918123e-169,"0","RpS27"
"RpL41",2.52730346776609e-172,-0.439442694188082,0.991,0.998,2.35519410161122e-168,"0","RpL41"
"RpS25",2.58745803261028e-170,-0.353176011458213,0.995,0.998,2.41125214058952e-166,"0","RpS25"
"Vha16-1",6.57904655174414e-170,-0.652636609728936,0.913,0.957,6.13101348157037e-166,"0","Vha16-1"
"Kaz-m1",1.5315693549611e-168,-1.53679892838516,0.545,0.777,1.42726948188825e-164,"0","Kaz-m1"
"Oatp74D",2.50435461542247e-168,0.673687903717895,0.554,0.153,2.3338080661122e-164,"0","Oatp74D"
"Fer1HCH",3.18096616685432e-168,-0.550963423278703,0.97,0.991,2.96434237089154e-164,"0","Fer1HCH"
"CG4781",4.66839265566194e-168,-0.613227845727505,0.933,0.967,4.35047511581136e-164,"0","CG4781"
"CG13784",5.563034188094e-167,0.783289534766507,0.601,0.195,5.18419155988479e-163,"0","CG13784"
"CG9380",1.45046907088119e-162,-1.09708387730367,0.048,0.509,1.35169212715418e-158,"0","CG9380"
"CG15126",1.8567729666929e-162,-1.22810244458983,0.128,0.57,1.73032672766111e-158,"0","CG15126"
"svr",1.98164630783079e-161,0.471955429789979,0.996,0.957,1.84669619426751e-157,"0","svr"
"cathD",3.48082353488501e-161,-0.782475551844914,0.88,0.953,3.24377945215934e-157,"0","cathD"
"RpS13",4.26130101397194e-161,-0.385160740762581,0.988,0.997,3.97110641492045e-157,"0","RpS13"
"CG6218",2.59480320205437e-160,-1.25221561108096,0.29,0.676,2.41809710399447e-156,"0","CG6218"
"Aldh",2.69038737511464e-159,0.715363434289289,0.853,0.446,2.50717199486934e-155,"0","Aldh"
"CG10602",1.38120691459415e-157,0.754959126504639,0.805,0.45,1.28714672371029e-153,"0","CG10602"
"pAbp",1.71389177460747e-157,-0.434785779659133,0.985,0.997,1.5971757447567e-153,"0","pAbp"
"mt:ND4",7.74893988984676e-156,-0.81215972470349,0.817,0.932,7.22123708334819e-152,"0","mt:ND4"
"CG15211",1.5613327884605e-155,-1.1701231879169,0.212,0.61,1.45500602556634e-151,"0","CG15211"
"Pebp1",4.29748848556265e-155,-2.59814476810035,0.477,0.738,4.00482951969584e-151,"0","Pebp1"
"mesh",8.08489567625023e-154,-1.10420025666847,0.059,0.501,7.53431428069759e-150,"0","mesh"
"CG13321",2.36773857815898e-152,-1.39706928611025,0.7,0.802,2.20649558098635e-148,"0","CG13321"
"CG7630",1.5140484737812e-150,-0.555907119233208,0.916,0.966,1.4109417727167e-146,"0","CG7630"
"Hsc70-3",5.94921341819377e-150,-0.786953255660212,0.797,0.933,5.54407198441477e-146,"0","Hsc70-3"
"Ald",1.21094771785708e-149,0.514169425138195,0.976,0.892,1.12848217827101e-145,"0","Ald"
"sesB",6.93376152751728e-149,-0.652060566679308,0.914,0.965,6.46157236749335e-145,"0","sesB"
"Tk",8.98140826755977e-149,-3.44366629858886,0.825,0.885,8.36977436453895e-145,"0","Tk"
"CG15614",1.20979293707809e-148,-0.909769536204781,0.034,0.464,1.12740603806308e-144,"0","CG15614"
"CG42249",1.27880691879119e-148,-1.91406348356637,0.242,0.605,1.19172016762151e-144,"0","CG42249"
"Tsp42Ed",5.8079671332422e-148,-0.656814405596226,0.787,0.912,5.4124445714684e-144,"0","Tsp42Ed"
"Trpm",1.13802080938041e-147,0.579971143806764,0.448,0.104,1.0605215922616e-143,"0","Trpm"
"CG43373",1.22143549173094e-146,0.477369035186304,0.293,0.033,1.13825573474406e-142,"0","CG43373"
"CG13284",2.63440105103088e-146,-1.09726635110667,0.361,0.688,2.45499833945568e-142,"0","CG13284"
"CG31689",8.98992539827424e-145,-1.13726504925938,0.047,0.47,8.37771147865176e-141,"0","CG31689"
"Cyt-b5-r",3.07171715867173e-144,0.425700844291655,0.225,0.012,2.86253322016619e-140,"0","Cyt-b5-r"
"CCHa1",6.36085978312346e-142,-2.6348889909371,0.265,0.606,5.92768523189275e-138,"0","CCHa1"
"mt:ND5",2.52978791584505e-141,-0.743010018278292,0.665,0.876,2.357509358776e-137,"0","mt:ND5"
"GstE12",4.1869458788167e-141,-0.517354400709788,0.945,0.973,3.90181486446928e-137,"0","GstE12"
"CG17646",5.16974189792863e-141,-1.12431617175654,0.045,0.462,4.81768247467969e-137,"0","CG17646"
"Fst",7.10814019264251e-140,-1.60055246704746,0.391,0.673,6.62407584552356e-136,"0","Fst"
"GstD5",2.74797979050055e-139,-1.68629151000022,0.116,0.517,2.56084236676746e-135,"0","GstD5"
"RpL26",7.97553544706325e-139,-0.370872894023428,0.985,0.996,7.43240148311825e-135,"0","RpL26"
"CG15098",8.49034428196516e-139,-0.75049967106315,0.58,0.817,7.91215183636333e-135,"0","CG15098"
"Ggamma30A",1.36096890260551e-138,0.593525596502569,0.414,0.095,1.26828692033808e-134,"0","Ggamma30A"
"amon",4.68141902797437e-138,0.471153993551424,0.993,0.874,4.36261439216932e-134,"0","amon"
"CG14989",1.50483243545428e-137,-0.420674754830021,0.988,0.683,1.40235334659984e-133,"0","CG14989"
"RpLP1",2.77753350658428e-136,-0.334885353319946,0.996,0.998,2.58838347478589e-132,"0","RpLP1"
"Tsp2A",9.69270987942024e-136,-1.35551191302044,0.549,0.702,9.03263633663172e-132,"0","Tsp2A"
"cype",1.06791866910704e-135,-0.522548122503336,0.93,0.971,9.95193407740855e-132,"0","cype"
"fas",2.02728369675868e-135,0.480400155662558,0.927,0.391,1.88922567700941e-131,"0","fas"
"CG32276",2.55027294577512e-132,-0.558995965176766,0.875,0.948,2.37659935816783e-128,"0","CG32276"
"RpS12",7.41998856660277e-132,-0.378923375090144,0.983,0.992,6.91468734521712e-128,"0","RpS12"
"Bacc",1.62120449315433e-131,-0.615899960993192,0.942,0.984,1.51080046717052e-127,"0","Bacc"
"CG15784",2.79620898143854e-130,-1.24948537893787,0.108,0.498,2.60578714980258e-126,"0","CG15784"
"Tsp42Ec",3.03702289894022e-130,-1.25785103946574,0.221,0.576,2.83020163952239e-126,"0","Tsp42Ec"
"swi2",3.48544695497708e-130,0.42436827918008,0.268,0.032,3.24808801734314e-126,"0","swi2"
"RpL13",5.40736945691373e-130,-0.408260873578756,0.976,0.987,5.03912759689791e-126,"0","RpL13"
"sli",1.24717027767781e-129,-0.827941752231104,0.262,0.633,1.16223798176795e-125,"0","sli"
"RpL13A",2.50569232631228e-129,-0.346194851169848,0.991,0.997,2.33505467889042e-125,"0","RpL13A"
"CG17664",1.11745752970852e-128,0.519621268704696,0.447,0.118,1.04135867193537e-124,"0","CG17664"
"CCKLR-17D3",1.37950468990041e-128,0.517756574002191,0.377,0.079,1.28556042051819e-124,"0","CCKLR-17D3"
"RpL6",2.95143240134349e-128,-0.374122771400418,0.974,0.993,2.750439854812e-124,"0","RpL6"
"awd",1.23046996671814e-127,-0.456164474304331,0.959,0.983,1.14667496198463e-123,"0","awd"
"RpS8",3.95303785133231e-126,-0.373838509578119,0.977,0.993,3.68383597365658e-122,"0","RpS8"
"Cyp9h1",8.45502869383931e-126,-1.16536833306316,0.051,0.434,7.87924123978885e-122,"0","Cyp9h1"
"RpL24",3.11504687877788e-125,-0.370438489576955,0.979,0.993,2.90291218633311e-121,"0","RpL24"
"Hsc70-4",2.23938261357846e-124,-0.451378263222348,0.965,0.986,2.08688065759377e-120,"0","Hsc70-4"
"l(2)06225",2.64923200943335e-124,-0.4875778840438,0.914,0.954,2.46881930959094e-120,"0","l(2)06225"
"CG18744",8.58716127706278e-124,-1.31200201943491,0.118,0.491,8.0023755940948e-120,"0","CG18744"
"RpS7",1.1067784401746e-123,-0.348850975096899,0.985,0.998,1.03140682839871e-119,"0","RpS7"
"Tm1",1.27466264767387e-123,-0.623824082385879,0.672,0.841,1.18785812136728e-119,"0","Tm1"
"FK506-bp2",3.92521151785055e-123,-0.431161773918975,0.933,0.972,3.65790461348492e-119,"0","FK506-bp2"
"CR44138",8.61745991700562e-123,-1.41125687707154,0.218,0.576,8.03061089665754e-119,"0","CR44138"
"Tsp29Fa",1.70307394076018e-122,-0.684143881587771,0.72,0.859,1.58709460539442e-118,"0","Tsp29Fa"
"elm",2.6393124264411e-122,-1.06275099785209,0.427,0.673,2.45957525020046e-118,"0","elm"
"Arc1",6.30438415751785e-122,-1.56949220166638,0.104,0.48,5.87505559639089e-118,"0","Arc1"
"RpL5",7.77013456777042e-122,-0.427143827369922,0.955,0.984,7.24098840370525e-118,"0","RpL5"
"Gp150",5.12640118873612e-121,-0.706101441239299,0.472,0.749,4.77729326778319e-117,"0","Gp150"
"CoVIII",7.54213798129776e-121,-0.524990358958658,0.908,0.949,7.02851838477138e-117,"0","CoVIII"
"RpS26",1.58979363332314e-120,-0.320882330025864,0.986,0.996,1.48152868689383e-116,"0","RpS26"
"wit",1.6487113473475e-120,0.531195937467295,0.358,0.079,1.53643410459313e-116,"0","wit"
"RpS29",1.17798589096043e-119,-0.336478185570676,0.985,0.996,1.09776505178602e-115,"0","RpS29"
"RpL10",1.58106509630431e-119,-0.348076101217959,0.981,0.997,1.47339456324599e-115,"0","RpL10"
"CG4365",2.35663075692958e-119,-0.776998170981185,0.539,0.758,2.19614420238267e-115,"0","CG4365"
"RpL18A",1.12522564363091e-118,-0.347865705904983,0.981,0.994,1.04859777729964e-114,"0","RpL18A"
"CG13492",2.80614902744175e-118,-1.16332018932101,0.078,0.447,2.61505027867296e-114,"0","CG13492"
"kraken",6.17722529696354e-118,-1.30409456858291,0.245,0.571,5.75655625424032e-114,"0","kraken"
"RpL10Ab",9.0915030434941e-117,-0.374400065748483,0.967,0.992,8.47237168623215e-113,"0","RpL10Ab"
"alphaTub84B",2.47517138580194e-116,-0.481809286636631,0.958,0.98,2.30661221442883e-112,"0","alphaTub84B"
"RpS3",2.84313739102816e-116,-0.424010586073887,0.936,0.975,2.64951973469914e-112,"0","RpS3"
"TrpA1",2.91956609371858e-116,-0.988046296661064,0.063,0.429,2.72074364273635e-112,"0","TrpA1"
"Tsp29Fb",3.07651762015463e-116,-0.421014730073414,0.993,0.99,2.8670067702221e-112,"0","Tsp29Fb"
"RpL14",3.32362932342526e-116,-0.336352080920936,0.978,0.997,3.0972901665e-112,"0","RpL14"
"Mlc-c",6.54064997252182e-116,-0.617038572301639,0.705,0.843,6.09523170939308e-112,"0","Mlc-c"
"Tsp42Er",7.00686398485123e-116,-0.847070896777457,0.055,0.418,6.52969654748286e-112,"0","Tsp42Er"
"14-3-3zeta",1.32323677134501e-115,-0.339392929085709,0.981,0.994,1.23312434721641e-111,"0","14-3-3zeta"
"Faa",2.10051508381223e-115,0.575899123885374,0.224,0.023,1.95747000660461e-111,"0","Faa"
"RpL27A",3.45131464806935e-115,-0.309484368965917,0.996,0.998,3.21628012053582e-111,"0","RpL27A"
"CG11842",5.55067349133726e-115,0.499820945575991,0.706,0.28,5.17267262657719e-111,"0","CG11842"
"RpS20",2.01407773975128e-114,-0.290331393163064,0.989,0.996,1.87691904567422e-110,"0","RpS20"
"p24-1",2.23423962915542e-114,-0.71749003683834,0.407,0.695,2.08208791040993e-110,"0","p24-1"
"ZnT63C",2.77047474509193e-114,-0.971302497579475,0.265,0.583,2.58180541495117e-110,"0","ZnT63C"
"CG12963",5.07931316911637e-114,-0.959313108967966,0.302,0.604,4.73341194229954e-110,"0","CG12963"
"Fas2",7.42463036414538e-114,-0.739677202236511,0.193,0.556,6.91901303634708e-110,"0","Fas2"
"CoVb",9.98580925983729e-114,-0.496748336456568,0.863,0.931,9.30577564924237e-110,"0","CoVb"
"Ef1beta",1.09707942319494e-113,-0.556670862550305,0.794,0.897,1.02236831447537e-109,"0","Ef1beta"
"AstA-R2",1.5194110273814e-113,-1.08695150576712,0.025,0.376,1.41593913641673e-109,"0","AstA-R2"
"RpS3A",6.69953769331785e-113,-0.337666634506105,0.992,0.997,6.2432991764029e-109,"0","RpS3A"
"Sytbeta",3.53865389378638e-112,0.552925833652933,0.845,0.532,3.29767156361953e-108,"0","Sytbeta"
"Neb-cGP",4.31219863517539e-112,-0.547823323516568,0.754,0.886,4.01853790811994e-108,"0","Neb-cGP"
"RpL37a",5.71620682951233e-112,-0.286106944920636,0.999,0.998,5.32693314442254e-108,"0","RpL37a"
"CG4692",6.34496535409758e-112,-0.465118382080346,0.892,0.944,5.91287321348353e-108,"0","CG4692"
"RpL15",1.21030996116497e-110,-0.373829539023532,0.971,0.988,1.12788785280964e-106,"0","RpL15"
"Ef1alpha48D",4.11747941216082e-110,-0.28835779042115,0.997,0.999,3.83707906419266e-106,"0","Ef1alpha48D"
"CG9629",6.18410924218755e-110,-1.39577045619097,0.074,0.422,5.76297140279458e-106,"0","CG9629"
"RpL36A",6.32868619261902e-110,-0.363565612084846,0.966,0.99,5.89770266290166e-106,"0","RpL36A"
"bru-2",1.18406807961474e-109,-0.627812911636759,0.554,0.785,1.10343304339298e-105,"0","bru-2"
"lectin-37Db",1.78407531153124e-109,0.713289112390351,0.729,0.362,1.66257978281596e-105,"0","lectin-37Db"
"CG17109",2.12261490633528e-109,-1.03862737969814,0.175,0.514,1.97806483121385e-105,"0","CG17109"
"CG44325",5.19564090410495e-109,-1.7442246333219,0.39,0.635,4.8418177585354e-105,"0","CG44325"
"pum",1.43761203059162e-108,0.472326098943249,0.99,0.944,1.33971065130833e-104,"0","pum"
"GstE6",2.85092393327257e-108,-0.842468129944847,0.262,0.591,2.65677601341671e-104,"0","GstE6"
"RpLP2",4.478808947937e-108,-0.30886571699805,0.991,0.998,4.17380205858249e-104,"0","RpLP2"
"RpL35A",7.45518070560707e-108,-0.386278158324559,0.953,0.98,6.94748289955523e-104,"0","RpL35A"
"RpS30",9.09739338918616e-108,-0.422554534783888,0.926,0.967,8.47786089938258e-104,"0","RpS30"
"CG30415",1.00749263964103e-107,-0.52005166291973,0.802,0.904,9.38882390881478e-104,"0","CG30415"
"CG42714",1.19780131004924e-107,-2.03572492543797,0.189,0.507,1.11623104083489e-103,"0","CG42714"
"RpS2",2.22771561455058e-107,-0.348585264706858,0.983,0.994,2.07600818119969e-103,"0","RpS2"
"Hsromega",3.56845500895714e-107,-0.609442499283382,0.921,0.964,3.32544322284716e-103,"0","Hsromega"
"CG15772",1.37746248803756e-106,-0.77991088883744,0.034,0.371,1.2836572926022e-102,"0","CG15772"
"RpS21",3.66012010413133e-106,-0.335089933086029,0.981,0.993,3.41086592503999e-102,"0","RpS21"
"Sem1",3.91361692806762e-106,-0.564469617028788,0.69,0.846,3.64709961526622e-102,"0","Sem1"
"CG9603",8.08697890722445e-106,-0.440093276101734,0.946,0.971,7.53625564364247e-102,"0","CG9603"
"sta",1.15351573287882e-105,-0.370321541103149,0.977,0.993,1.07496131146977e-101,"0","sta"
"GC1",5.67893463579428e-105,0.402972325154437,0.35,0.084,5.29219918709669e-101,"0","GC1"
"RpL8",8.0048408537398e-104,-0.399448868492679,0.953,0.982,7.45971119160012e-100,"0","RpL8"
"Aps",1.02790937342025e-103,-0.770256774062425,0.527,0.731,9.57908745090333e-100,"0","Aps"
"CG3560",3.49164357851953e-103,-0.438910079216241,0.893,0.941,3.25386265082235e-99,"0","CG3560"
"Clc",1.44416095602563e-102,-0.485657522290722,0.85,0.918,1.34581359492029e-98,"0","Clc"
"CoVa",2.14908568575709e-102,-0.456252942465034,0.888,0.935,2.00273295055703e-98,"0","CoVa"
"RpL32",2.06191313983978e-101,-0.329193921481358,0.974,0.99,1.92149685501669e-97,"0","RpL32"
"Tctp",4.3530964824538e-101,-0.462673109291048,0.855,0.931,4.0566506119987e-97,"0","Tctp"
"ATPsyn-Cf6",7.960362040322e-101,-0.444512249474329,0.876,0.944,7.41826138537607e-97,"0","ATPsyn-Cf6"
"RpLP0",1.6169620391369e-100,-0.366518988105814,0.966,0.985,1.50684692427168e-96,"0","RpLP0"
"ASPP",1.77989652050931e-100,0.385392922154786,0.243,0.038,1.65868556746262e-96,"0","ASPP"
"mt:ND1",3.85172954579406e-100,-0.590917509528389,0.804,0.904,3.58942676372548e-96,"0","mt:ND1"
"CG42540",8.62524227294047e-100,0.479829876158981,0.358,0.092,8.03786327415322e-96,"0","CG42540"
"CG42541",1.53779502418173e-99,-1.34829467596816,0.116,0.441,1.43307118303495e-95,"0","CG42541"
"Cyp9f2",2.49820436948554e-99,-0.86747094333482,0.397,0.646,2.32807665192357e-95,"0","Cyp9f2"
"CG7781",3.19698941095556e-99,0.43057587532666,0.655,0.266,2.97927443206949e-95,"0","CG7781"
"up",2.00716087789983e-98,0.466696484369638,0.543,0.2,1.87047322211485e-94,"0","up"
"CoIV",2.227748992926e-98,-0.472335560182398,0.856,0.92,2.07603928650774e-94,"0","CoIV"
"ATPsyn-b",2.22816190441904e-98,-0.480949051319277,0.794,0.89,2.0764240787281e-94,"0","ATPsyn-b"
"CG3321",3.20396999332979e-98,-0.481011163356504,0.805,0.896,2.98577963678403e-94,"0","CG3321"
"CG9743",1.94842475774888e-97,-0.684871377781546,0.219,0.546,1.81573703174618e-93,"0","CG9743"
"RpL23A",2.68472734892237e-97,-0.347600620870769,0.963,0.988,2.50189741646076e-93,"0","RpL23A"
"RpL27",6.1211837507253e-97,-0.350955406391984,0.97,0.989,5.70433113730091e-93,"0","RpL27"
"mthl10",7.03707147520961e-97,-0.733967750886691,0.021,0.335,6.55784690774784e-93,"0","mthl10"
"CG6115",1.80039486089156e-95,-0.67558619533633,0.364,0.637,1.67778797086485e-91,"0","CG6115"
"CG30411",2.25737324809965e-95,-0.723059105053195,0.031,0.344,2.10364612990406e-91,"0","CG30411"
"CG11267",8.15097964733652e-95,-0.581577536431823,0.567,0.774,7.5958979333529e-91,"0","CG11267"
"CoVIb",9.31929266754808e-95,-0.440277906581903,0.902,0.942,8.68464883688806e-91,"0","CoVIb"
"RpL31",1.34451076249722e-94,-0.325337507815249,0.981,0.993,1.25294957957116e-90,"0","RpL31"
"shep",1.47710343659064e-94,-0.429785576264039,0.926,0.965,1.37651269255882e-90,"0","shep"
"RpL30",1.5553611851133e-94,-0.395672369678065,0.934,0.974,1.44944108840708e-90,"0","RpL30"
"CG13482",2.1371400980497e-94,-1.27421790131584,0.533,0.715,1.99160085737252e-90,"0","CG13482"
"Cat",2.3996047122326e-94,-0.757613588771224,0.228,0.537,2.23619163132956e-90,"0","Cat"
"CG9555",3.61991148549155e-94,-1.1872800478829,0.044,0.355,3.37339551332957e-90,"0","CG9555"
"CG5010",4.55737618535053e-94,-0.621824838738956,0.588,0.777,4.24701886712816e-90,"0","CG5010"
"RpL29",7.13509838261467e-94,-0.36952865581883,0.956,0.98,6.64919818275861e-90,"0","RpL29"
"blw",8.24075045784201e-94,-0.502910674761296,0.77,0.866,7.67955535166297e-90,"0","blw"
"CG3835",1.12741849990969e-93,-1.02954770243765,0.211,0.505,1.05064130006584e-89,"0","CG3835"
"CG10512",7.60695611406636e-93,0.333135255577197,0.198,0.024,7.08892240269844e-89,"0","CG10512"
"levy",8.21498976266812e-93,-0.44652849310623,0.887,0.936,7.65554895983042e-89,"0","levy"
"Dip-C",1.07940114917564e-92,-0.647853467794734,0.47,0.694,1.00589393091678e-88,"0","Dip-C"
"fru",3.81872630873461e-92,0.532555874323175,0.452,0.157,3.55867104710978e-88,"0","fru"
"rdgBbeta",9.68666934035025e-92,0.531224787820681,0.743,0.432,9.02700715827239e-88,"0","rdgBbeta"
"tup",1.58569805560926e-91,0.43421196392966,0.615,0.254,1.47771201802227e-87,"0","tup"
"RpS17",1.98056389218901e-91,-0.338350100375683,0.975,0.99,1.84568749113093e-87,"0","RpS17"
"UK114",2.46227032986321e-91,-0.928025595168953,0.04,0.342,2.29458972039952e-87,"0","UK114"
"Inos",6.57330580825009e-91,-0.777989531348634,0.414,0.652,6.12566368270826e-87,"0","Inos"
"Ef1gamma",1.51633527213899e-90,-0.509991746970669,0.763,0.864,1.41307284010633e-86,"0","Ef1gamma"
"CG6041",1.88766761841677e-90,-0.734034916259223,0.64,0.758,1.75911745360259e-86,"0","CG6041"
"Vha13",1.89657105745971e-90,-0.427535683101121,0.858,0.927,1.76741456844671e-86,"0","Vha13"
"baz",6.19960369047394e-90,-0.650880036582303,0.05,0.358,5.77741067915267e-86,"0","baz"
"CG10924",7.97333402658215e-90,-0.875341069505765,0.112,0.42,7.43034997937191e-86,"0","CG10924"
"GstE3",7.9852725698703e-90,-0.961263347505573,0.121,0.429,7.44147550786214e-86,"0","GstE3"
